Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
183;553311;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
184;511791;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
185;577493;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
186;546642;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
187;559669;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
188;573160;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
189;531865;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
190;557545;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
191;525463;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
192;555311;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
193;506644;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
194;584731;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
195;560696;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
196;577904;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
197;566900;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
198;515286;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
199;541327;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
200;531970;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
201;574994;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
202;1371365;391434240;9723904;442408960;784866;0;17961;0;0;0;0;0;0;3974;0;0;0;9;0;0;
203;593513;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
204;562682;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
205;570899;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
206;592672;391434240;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
207;544594;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
208;573468;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
209;531014;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
210;579833;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
211;1297402;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
212;608663;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
213;536930;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
214;557466;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
215;559593;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
216;576509;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
217;575098;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
