Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),Unnamed: 21
10208,2399582,549457920,19173376,504287232,1187303,0,21202,0,0,0,0,0,0,3222,378.0,558.0,0.0,76.0,0.0,1.0,
10209,717917,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10210,4016987,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10211,709612,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10212,1229119,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10213,747601,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10214,1498820,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10215,695103,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10216,4097081,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10217,718847,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10218,2048208,549457920,19173376,504287232,1262772,0,19700,0,0,0,0,0,0,2461,378.0,558.0,0.0,76.0,0.0,1.0,
10219,777567,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10220,1261233,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10221,768141,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10222,3966254,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10223,739620,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10224,1176991,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10225,717907,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10226,1186059,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10227,715116,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10228,3984524,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10229,1493897,549457920,19173376,504287232,786273,0,23770,0,0,0,0,0,0,2450,378.0,558.0,0.0,76.0,0.0,1.0,
10230,1325060,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10231,723723,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10232,1398570,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10233,698478,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10234,4352259,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10235,749105,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10236,1502941,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10237,711753,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10238,1146018,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10239,711302,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10240,4465521,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10241,1723021,549457920,19173376,504287232,903189,0,25581,0,0,0,0,0,0,3235,378.0,558.0,0.0,76.0,0.0,1.0,
10242,1314707,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
10243,689839,549457920,19173376,504287232,0,0,0,0,0,0,0,0,0,0,378.0,558.0,0.0,76.0,0.0,1.0,
