Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
11155;4231926;1936789504;15974400;2368602112;0;0;0;0;0;0;0;0;0;2013;267;0;1;0;
11156;3732640;1939959808;23240704;2375868416;0;0;0;0;0;0;0;0;0;2034;267;0;1;0;
11157;1377343;1942056960;23240704;2375868416;0;0;0;0;0;0;0;0;0;1693;267;0;1;0;
11158;1575114;1942056960;23240704;2375868416;0;0;0;0;0;0;0;0;0;1633;267;0;1;0;
11159;1113769;1942056960;23240704;2375868416;0;0;0;0;0;0;0;0;0;2235;267;0;1;0;
11160;4932039;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;2435;267;0;1;0;
11161;2858481;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;1773;267;0;1;0;
11162;1264211;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;1704;267;0;1;0;
11163;1815415;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;1694;267;0;1;0;
11164;1199449;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;1844;267;0;1;0;
11165;4512162;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;1603;267;0;1;0;
11166;2170862;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;1763;267;0;1;0;
11167;1159414;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;1633;267;0;1;0;
11168;1700669;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;1673;267;0;1;0;
11169;1103169;1943404544;23240704;2375868416;0;0;0;0;0;0;0;0;0;1663;267;0;1;0;
11170;4378070;1943674880;23240704;2375868416;0;0;0;0;0;0;0;0;0;1903;267;0;1;0;
11171;3037076;1943674880;23240704;2375868416;0;0;0;0;0;0;0;0;0;1753;267;0;1;0;
11172;1191194;1943674880;23240704;2375868416;0;0;0;0;0;0;0;0;0;1653;267;0;1;0;
11173;1657208;1943674880;23240704;2375868416;0;0;0;0;0;0;0;0;0;1683;267;0;1;0;
11174;1096697;1943674880;23240704;2375868416;0;0;0;0;0;0;0;0;0;1803;267;0;1;0;
11175;4328337;1943674880;23240704;2375868416;0;0;0;0;0;0;0;0;0;2295;267;0;1;0;
11176;3232072;1936801792;15970304;2368598016;0;0;0;0;0;0;0;0;0;1723;267;0;1;0;
11177;1319164;1936801792;15970304;2368598016;0;0;0;0;0;0;0;0;0;1613;267;0;1;0;
11178;1849449;1936801792;15970304;2368598016;0;0;0;0;0;0;0;0;0;1613;267;0;1;0;
11179;1171988;1936801792;15970304;2368598016;0;0;0;0;0;0;0;0;0;1723;267;0;1;0;
11180;4221006;1936801792;15970304;2368598016;0;0;0;0;0;0;0;0;0;1783;267;0;1;0;
11181;3240758;1939972096;23236608;2375864320;0;0;0;0;0;0;0;0;0;2585;267;0;1;0;
11182;1387421;1942069248;23236608;2375864320;0;0;0;0;0;0;0;0;0;2043;267;0;1;0;
11183;1532865;1942069248;23236608;2375864320;0;0;0;0;0;0;0;0;0;1743;267;0;1;0;
11184;1226380;1942069248;23236608;2375864320;0;0;0;0;0;0;0;0;0;1763;267;0;1;0;
11185;4816653;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;2034;267;0;1;0;
11186;2800892;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1583;267;0;1;0;
11187;1165937;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1623;267;0;1;0;
11188;1627152;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1643;267;0;1;0;
11189;1198688;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1793;267;0;1;0;
11190;4359977;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1873;267;0;1;0;
11191;2750237;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1733;267;0;1;0;
11192;1196734;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1573;267;0;1;0;
11193;1628915;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1552;267;0;1;0;
11194;1077681;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1563;267;0;1;0;
11195;4345460;1943687168;23236608;2375864320;0;0;0;0;0;0;0;0;0;1994;267;0;1;0;
11196;2710683;1943687168;23240704;2375868416;0;0;0;0;0;0;0;0;0;1774;267;0;1;0;
11197;1153534;1943687168;23240704;2375868416;0;0;0;0;0;0;0;0;0;1603;267;0;1;0;
11198;1579953;1943687168;23240704;2375868416;0;0;0;0;0;0;0;0;0;1583;267;0;1;0;
11199;1098120;1943687168;23240704;2375868416;0;0;0;0;0;0;0;0;0;2024;267;0;1;0;
11200;4315954;1943687168;23240704;2375868416;0;0;0;0;0;0;0;0;0;6031;267;0;1;0;
11201;3429581;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1854;267;0;1;0;
11202;1166297;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1563;267;0;1;0;
11203;1925150;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;2195;267;0;1;0;
11204;1467943;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1703;267;0;1;0;
11205;4184527;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1874;267;0;1;0;
11206;2862228;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1854;267;0;1;0;
11207;1056131;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1543;267;0;1;0;
11208;1766653;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1573;267;0;1;0;
11209;1036645;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1714;267;0;1;0;
11210;4489861;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1573;267;0;1;0;
11211;1620680;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;2184;267;0;1;0;
11212;1094082;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1563;267;0;1;0;
11213;1537854;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1423;267;0;1;0;
11214;1131111;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1543;267;0;1;0;
11215;4404280;1936822272;15974400;2368602112;0;0;0;0;0;0;0;0;0;1623;267;0;1;0;
11216;1901896;1936822272;15970304;2368598016;0;0;0;0;0;0;0;0;0;1844;267;0;1;0;
11217;1059277;1936822272;15970304;2368598016;0;0;0;0;0;0;0;0;0;1904;267;0;1;0;
11218;2130946;1939992576;23236608;2375864320;0;0;0;0;0;0;0;0;0;1673;267;0;1;0;
11219;1008321;1939992576;23236608;2375864320;0;0;0;0;0;0;0;0;0;1684;267;0;1;0;
11220;4502884;1942089728;23236608;2375864320;0;0;0;0;0;0;0;0;0;1993;267;0;1;0;
11221;2704482;1942089728;23236608;2375864320;0;0;0;0;0;0;0;0;0;1664;267;0;1;0;
11222;1391460;1942089728;23236608;2375864320;0;0;0;0;0;0;0;0;0;1713;267;0;1;0;
11223;2162516;1943707648;23236608;2375864320;0;0;0;0;0;0;0;0;0;1653;267;0;1;0;
11224;1035161;1943707648;23236608;2375864320;0;0;0;0;0;0;0;0;0;1482;267;0;1;0;
11225;4240874;1943707648;23236608;2375864320;0;0;0;0;0;0;0;0;0;1502;267;0;1;0;
11226;2287270;1942024192;21508096;2374135808;0;0;0;0;0;0;0;0;0;1653;267;0;1;0;
11227;1154915;1942024192;21508096;2374135808;0;0;0;0;0;0;0;0;0;1533;267;0;1;0;
11228;1803382;1942024192;21508096;2374135808;0;0;0;0;0;0;0;0;0;1512;267;0;1;0;
11229;1183319;1942024192;21508096;2374135808;0;0;0;0;0;0;0;0;0;1482;267;0;1;0;
11230;4347693;1942024192;21508096;2374135808;0;0;0;0;0;0;0;0;0;2174;267;0;1;0;
11231;2586881;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1714;267;0;1;0;
11232;1157390;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1563;267;0;1;0;
11233;1557702;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1543;267;0;1;0;
11234;1014423;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1693;267;0;1;0;
11235;4177985;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1583;267;0;1;0;
11236;2025810;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;2405;267;0;1;0;
11237;1140900;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1513;267;0;1;0;
11238;1681463;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1523;267;0;1;0;
11239;1003131;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1532;267;0;1;0;
11240;4480944;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1493;267;0;1;0;
11241;1576948;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1613;267;0;1;0;
11242;1109842;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1623;267;0;1;0;
11243;1620900;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1813;267;0;1;0;
11244;994605;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1483;267;0;1;0;
11245;4223400;1942024192;21512192;2374139904;0;0;0;0;0;0;0;0;0;1623;267;0;1;0;
11246;2402396;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;1994;267;0;1;0;
11247;1112627;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;1613;267;0;1;0;
11248;1639274;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;1503;267;0;1;0;
11249;993603;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;1633;267;0;1;0;
11250;4237286;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;1923;267;0;1;0;
11251;1999870;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;1623;267;0;1;0;
11252;1102849;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;1874;267;0;1;0;
11253;1536902;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;1473;267;0;1;0;
11254;985508;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;1463;267;0;1;0;
11255;4444094;1942048768;21508096;2374135808;0;0;0;0;0;0;0;0;0;5871;267;0;1;0;
11256;2509065;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;1633;267;0;1;0;
11257;1091568;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;1613;267;0;1;0;
11258;1690320;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;1503;267;0;1;0;
11259;993784;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;2113;267;0;1;0;
11260;4466035;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;1793;267;0;1;0;
11261;1715467;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;1814;267;0;1;0;
11262;1160095;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;1834;267;0;1;0;
11263;1748809;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;1473;267;0;1;0;
11264;1043106;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;1753;267;0;1;0;
11265;4461648;1942048768;21516288;2374144000;0;0;0;0;0;0;0;0;0;1713;267;0;1;0;
11266;1688537;1942069248;21508096;2374135808;0;0;0;0;0;0;0;0;0;1773;267;0;1;0;
11267;1091547;1942069248;21508096;2374135808;0;0;0;0;0;0;0;0;0;1422;267;0;1;0;
11268;1692003;1942069248;21508096;2374135808;0;0;0;0;0;0;0;0;0;1453;267;0;1;0;
11269;959460;1942069248;21508096;2374135808;0;0;0;0;0;0;0;0;0;1583;267;0;1;0;
11270;4445587;1942069248;21508096;2374135808;0;0;0;0;0;0;0;0;0;1593;267;0;1;0;
11271;1937865;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1533;267;0;1;0;
11272;1090345;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1423;267;0;1;0;
11273;1688867;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1433;267;0;1;0;
11274;974759;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1433;267;0;1;0;
11275;4536959;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1733;267;0;1;0;
11276;1535390;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1553;267;0;1;0;
11277;1122555;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1413;267;0;1;0;
11278;1922315;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1463;267;0;1;0;
11279;1050530;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1433;267;0;1;0;
11280;4520327;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1583;267;0;1;0;
11281;1615379;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1794;267;0;1;0;
11282;1058816;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1393;267;0;1;0;
11283;1534888;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1443;267;0;1;0;
11284;998833;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1562;267;0;1;0;
11285;4200959;1942073344;21504000;2374131712;0;0;0;0;0;0;0;0;0;1763;267;0;1;0;
11286;2204404;1942073344;21508096;2374135808;0;0;0;0;0;0;0;0;0;1593;267;0;1;0;
11287;1169333;1942073344;21508096;2374135808;0;0;0;0;0;0;0;0;0;1824;267;0;1;0;
11288;1726328;1942073344;21508096;2374135808;0;0;0;0;0;0;0;0;0;1392;267;0;1;0;
11289;974247;1942073344;21508096;2374135808;0;0;0;0;0;0;0;0;0;1463;267;0;1;0;
11290;4237758;1942073344;21508096;2374135808;0;0;0;0;0;0;0;0;0;2004;267;0;1;0;
11291;2451697;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1543;267;0;1;0;
11292;1103430;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1903;267;0;1;0;
11293;1733261;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1403;267;0;1;0;
11294;1235036;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1603;267;0;1;0;
11295;4158859;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1352;267;0;1;0;
11296;2009979;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1533;267;0;1;0;
11297;1071349;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1393;267;0;1;0;
11298;1498521;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1393;267;0;1;0;
11299;4090762;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1563;267;0;1;0;
11300;2665579;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1944;267;0;1;0;
11301;1058245;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1573;267;0;1;0;
11302;1461130;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1543;267;0;1;0;
11303;4105309;1942073344;21512192;2374139904;0;0;0;0;0;0;0;0;0;1382;267;0;1;0;
11304;2615875;1942130688;21504000;2374131712;0;0;0;0;0;0;0;0;0;1683;267;0;1;0;
11305;1071069;1942130688;21504000;2374131712;0;0;0;0;0;0;0;0;0;1443;267;0;1;0;
11306;1454919;1942130688;21504000;2374131712;0;0;0;0;0;0;0;0;0;1373;267;0;1;0;
11307;4068089;1942130688;21504000;2374131712;0;0;0;0;0;0;0;0;0;1523;267;0;1;0;
11308;2507773;1942130688;21504000;2374131712;0;0;0;0;0;0;0;0;0;1953;267;0;1;0;
11309;1265564;1942130688;21504000;2374131712;0;0;0;0;0;0;0;0;0;1363;267;0;1;0;
11310;1531131;1942130688;21504000;2374131712;0;0;0;0;0;0;0;0;0;1343;267;0;1;0;
11311;4375525;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1313;267;0;1;0;
11312;1557501;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1844;267;0;1;0;
11313;1476199;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1754;267;0;1;0;
11314;1045461;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1493;267;0;1;0;
11315;4311987;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1313;267;0;1;0;
11316;1735925;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;2044;267;0;1;0;
11317;1729604;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1483;267;0;1;0;
11318;1046242;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1333;267;0;1;0;
11319;4449525;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1743;267;0;1;0;
11320;1496677;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1643;267;0;1;0;
11321;4042701;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1332;267;0;1;0;
11322;2517040;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1644;267;0;1;0;
11323;4010501;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1322;267;0;1;0;
11324;2270879;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1472;267;0;1;0;
11325;4020861;1942130688;21508096;2374135808;0;0;0;0;0;0;0;0;0;1333;267;0;1;0;
11326;2608311;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1463;267;0;1;0;
11327;3999781;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1352;267;0;1;0;
11328;2342593;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1553;267;0;1;0;
11329;4168677;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1643;267;0;1;0;
11330;2033814;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1673;267;0;1;0;
11331;3980625;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1473;267;0;1;0;
11332;2123583;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1433;267;0;1;0;
11333;4167726;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1473;267;0;1;0;
11334;2201368;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1693;267;0;1;0;
11335;3976888;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1333;267;0;1;0;
11336;2068349;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1462;267;0;1;0;
11337;3963743;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1312;267;0;1;0;
11338;2066796;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1663;267;0;1;0;
11339;4066837;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1313;267;0;1;0;
11340;1995913;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1563;267;0;1;0;
11341;3940971;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1462;267;0;1;0;
11342;1984362;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1482;267;0;1;0;
11343;3941462;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1533;267;0;1;0;
11344;2217459;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;2004;267;0;1;0;
11345;3986436;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1303;267;0;1;0;
11346;2078588;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1844;267;0;1;0;
11347;3946902;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1432;267;0;1;0;
11348;2024326;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1443;267;0;1;0;
11349;3923418;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1443;267;0;1;0;
11350;2138410;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;2033;267;0;1;0;
11351;3946531;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1282;267;0;1;0;
11352;2000632;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1723;267;0;1;0;
11353;3963112;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1483;267;0;1;0;
11354;1987628;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1643;267;0;1;0;
11355;3944257;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1283;267;0;1;0;
11356;2054633;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1373;267;0;1;0;
11357;3977168;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1232;267;0;1;0;
11358;1962902;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1623;267;0;1;0;
11359;4014439;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1673;267;0;1;0;
11360;2002345;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1713;267;0;1;0;
11361;3952753;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1403;267;0;1;0;
11362;2103715;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1272;267;0;1;0;
11363;3971328;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1132;267;0;1;0;
11364;1986606;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1723;267;0;1;0;
11365;3979253;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1252;267;0;1;0;
11366;2183455;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1633;267;0;1;0;
11367;3964976;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1302;267;0;1;0;
11368;2198714;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1673;267;0;1;0;
11369;3952603;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1172;267;0;1;0;
11370;1971667;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1393;267;0;1;0;
11371;3963954;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1252;267;0;1;0;
11372;2085772;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1443;267;0;1;0;
11373;3960117;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1523;267;0;1;0;
11374;1982829;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;2074;267;0;1;0;
11375;3936292;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1643;267;0;1;0;
11376;1998888;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1383;267;0;1;0;
11377;4085262;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1252;267;0;1;0;
11378;2048311;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1813;267;0;1;0;
11379;3943515;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1293;267;0;1;0;
11380;1966638;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1423;267;0;1;0;
11381;3939227;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1293;267;0;1;0;
11382;1976276;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1563;267;0;1;0;
11383;3928477;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1283;267;0;1;0;
11384;2245290;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1553;267;0;1;0;
11385;3983321;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1683;267;0;1;0;
11386;1979753;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;2053;267;0;1;0;
11387;3968683;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1252;267;0;1;0;
11388;2140134;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1513;267;0;1;0;
11389;3975766;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1292;267;0;1;0;
11390;2035207;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1774;267;0;1;0;
11391;3963352;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1303;267;0;1;0;
11392;2096141;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1733;267;0;1;0;
11393;3939989;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1413;267;0;1;0;
11394;2235743;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1673;267;0;1;0;
11395;3970606;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1392;267;0;1;0;
11396;1942523;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1402;267;0;1;0;
11397;4005532;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1403;267;0;1;0;
11398;1967199;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1443;267;0;1;0;
11399;3968653;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1703;267;0;1;0;
11400;2224532;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1933;267;0;1;0;
11401;3948555;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1282;267;0;1;0;
11402;2017774;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1383;267;0;1;0;
11403;3953915;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1282;267;0;1;0;
11404;2192431;1935171584;14241792;2366869504;0;0;0;0;0;0;0;0;0;1573;267;0;1;0;
11405;4126999;1935171584;14245888;2366873600;0;0;0;0;0;0;0;0;0;1593;267;0;1;0;
11406;2011432;1935171584;14249984;2366877696;0;0;0;0;0;0;0;0;0;1253;267;0;1;0;
11407;3955748;1935171584;14249984;2366877696;0;0;0;0;0;0;0;0;0;1423;267;0;1;0;
11408;2039995;1935171584;14249984;2366877696;0;0;0;0;0;0;0;0;0;1633;267;0;1;0;
11409;3940891;1935171584;14249984;2366877696;0;0;0;0;0;0;0;0;0;1252;267;0;1;0;
11410;2100870;1935171584;14249984;2366877696;0;0;0;0;0;0;0;0;0;1573;267;0;1;0;
11411;4039466;1935171584;14249984;2366877696;0;0;0;0;0;0;0;0;0;1313;267;0;1;0;
11412;1915122;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1463;267;0;1;0;
11413;3942514;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1403;267;0;1;0;
11414;2004570;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1623;267;0;1;0;
11415;3956960;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1502;267;0;1;0;
11416;2171162;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1713;267;0;1;0;
11417;3974154;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1533;267;0;1;0;
11418;1979242;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1583;267;0;1;0;
11419;3956881;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1253;267;0;1;0;
11420;1975965;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1664;267;0;1;0;
11421;3960187;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1272;267;0;1;0;
11422;2210015;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1914;267;0;1;0;
11423;3952643;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1473;267;0;1;0;
11424;1978891;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1482;267;0;1;0;
11425;3998208;1935220736;14241792;2366869504;0;0;0;0;0;0;0;0;0;1694;267;0;1;0;
