Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
279;764885;510275584;9527296;464232448;0;0;0;0;0;0;0;0;0;1273;1;0;1;0;
280;795051;510275584;9527296;464232448;0;0;0;0;0;0;0;0;0;2475;1;0;1;0;
281;832522;510275584;9527296;464232448;0;0;0;0;0;0;0;0;0;1773;1;0;1;0;
282;732594;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1152;1;0;1;0;
283;721824;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1263;1;0;1;0;
284;792306;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1513;1;0;1;0;
285;761588;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1263;1;0;1;0;
286;832761;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1252;1;0;1;0;
287;1348349;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1233;1;0;1;0;
288;819948;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1283;1;0;1;0;
289;795081;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1272;1;0;1;0;
290;812123;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1292;1;0;1;0;
291;749265;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1222;1;0;1;0;
292;773651;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1272;1;0;1;0;
293;795792;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1213;1;0;1;0;
294;755928;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1232;1;0;1;0;
295;801824;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1253;1;0;1;0;
296;734367;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1292;1;0;1;0;
297;740759;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1312;1;0;1;0;
298;773361;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1272;1;0;1;0;
299;1394736;510545920;9527296;464232448;0;0;0;0;0;0;0;0;0;1222;1;0;1;0;
300;2944752;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;2775;2;0;1;0;
301;920446;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1383;2;0;1;0;
302;758222;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1222;2;0;1;0;
303;762040;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1273;2;0;1;0;
304;746780;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1232;2;0;1;0;
305;766888;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1222;2;0;1;0;
306;754174;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1252;2;0;1;0;
307;768090;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1223;2;0;1;0;
308;753032;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1192;2;0;1;0;
309;736421;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1213;2;0;1;0;
310;735439;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1272;2;0;1;0;
311;759114;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1233;2;0;1;0;
312;748173;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1232;2;0;1;0;
313;768782;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1252;2;0;1;0;
314;773891;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1252;2;0;1;0;
315;775273;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1242;2;0;1;0;
316;1602816;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1523;2;0;1;0;
317;853761;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1212;2;0;1;0;
318;745979;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1292;2;0;1;0;
319;769554;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1263;2;0;1;0;
320;777498;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1273;2;0;1;0;
321;733375;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1393;2;0;1;0;
322;734197;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1212;2;0;1;0;
323;1300008;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1243;2;0;1;0;
324;794971;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1332;2;0;1;0;
325;794149;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1312;2;0;1;0;
326;768191;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1282;2;0;1;0;
327;781656;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1262;2;0;1;0;
328;716464;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1232;2;0;1;0;
329;749796;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1303;2;0;1;0;
330;782938;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1222;2;0;1;0;
331;721413;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1262;2;0;1;0;
332;758974;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1393;2;0;1;0;
333;871574;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1452;2;0;1;0;
334;1666716;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1363;2;0;1;0;
335;1011267;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1713;2;0;1;0;
336;744646;518975488;9527296;481009664;0;0;0;0;0;0;0;0;0;1282;2;0;1;0;
337;2104617;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;2545;3;0;1;0;
338;892453;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1553;3;0;1;0;
339;740358;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1283;3;0;1;0;
340;764443;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1232;3;0;1;0;
341;734938;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1233;3;0;1;0;
342;782768;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1323;3;0;1;0;
343;718487;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1242;3;0;1;0;
344;735430;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1252;3;0;1;0;
345;839274;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1533;3;0;1;0;
346;764494;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1292;3;0;1;0;
347;761208;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1223;3;0;1;0;
348;724319;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1213;3;0;1;0;
349;788910;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1112;3;0;1;0;
350;1398022;525266944;9527296;497786880;0;0;0;0;0;0;0;0;0;1252;3;0;1;0;
351;1055810;525508608;9527296;497786880;0;0;0;0;0;0;0;0;0;1252;3;0;1;0;
352;768381;525508608;9527296;497786880;0;0;0;0;0;0;0;0;0;1263;3;0;1;0;
353;716695;525508608;9527296;497786880;0;0;0;0;0;0;0;0;0;1382;3;0;1;0;
354;726051;525508608;9527296;497786880;0;0;0;0;0;0;0;0;0;1273;3;0;1;0;
355;1330916;525508608;9527296;497786880;0;0;0;0;0;0;0;0;0;1323;3;0;1;0;
356;2371478;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1854;4;0;1;0;
357;823935;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1593;4;0;1;0;
358;794460;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1262;4;0;1;0;
359;765135;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1243;4;0;1;0;
360;761338;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1433;4;0;1;0;
361;755457;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1232;4;0;1;0;
362;742353;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1252;4;0;1;0;
363;752431;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1272;4;0;1;0;
364;794800;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1493;4;0;1;0;
365;1733100;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1413;4;0;1;0;
366;866876;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1242;4;0;1;0;
367;730390;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1443;4;0;1;0;
368;774823;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1192;4;0;1;0;
369;851236;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1523;4;0;1;0;
370;709791;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1313;4;0;1;0;
371;677260;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1152;4;0;1;0;
372;752542;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1453;4;0;1;0;
373;770505;529489920;9527296;497786880;0;0;0;0;0;0;0;0;0;1243;4;0;1;0;
374;2003257;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1833;5;0;1;0;
375;830006;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1233;5;0;1;0;
376;814768;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1433;5;0;1;0;
377;818004;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1442;5;0;1;0;
378;770355;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1212;5;0;1;0;
379;793899;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1272;5;0;1;0;
380;755247;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1172;5;0;1;0;
381;787897;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1243;5;0;1;0;
382;777298;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1422;5;0;1;0;
383;747402;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1222;5;0;1;0;
384;857999;536035328;9527296;514564096;0;0;0;0;0;0;0;0;0;1472;5;0;1;0;
385;1645797;535826432;9314304;514351104;0;0;0;0;0;0;0;0;0;1262;5;0;1;0;
386;808226;535826432;9314304;514351104;0;0;0;0;0;0;0;0;0;1333;5;0;1;0;
387;729277;535826432;9314304;514351104;0;0;0;0;0;0;0;0;0;1182;5;0;1;0;
388;848170;535826432;9314304;514351104;0;0;0;0;0;0;0;0;0;1212;5;0;1;0;
389;718697;535826432;9314304;514351104;0;0;0;0;0;0;0;0;0;1132;5;0;1;0;
390;791645;535826432;9314304;514351104;0;0;0;0;0;0;0;0;0;1463;5;0;1;0;
391;746640;535826432;9314304;514351104;0;0;0;0;0;0;0;0;0;1243;5;0;1;0;
392;757661;535826432;9314304;514351104;0;0;0;0;0;0;0;0;0;1363;5;0;1;0;
393;3413331;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;2004;6;0;1;0;
394;1019071;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1322;6;0;1;0;
395;785804;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1443;6;0;1;0;
396;759044;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1202;6;0;1;0;
397;807173;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1523;6;0;1;0;
398;756730;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1243;6;0;1;0;
399;747101;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1212;6;0;1;0;
400;773391;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1263;6;0;1;0;
401;758011;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1423;6;0;1;0;
402;779051;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1223;6;0;1;0;
403;765115;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1253;6;0;1;0;
404;791224;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1483;6;0;1;0;
405;1419412;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1482;6;0;1;0;
406;1076128;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1352;6;0;1;0;
407;824967;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1433;6;0;1;0;
408;795142;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1522;6;0;1;0;
409;739537;539873280;9314304;514351104;0;0;0;0;0;0;0;0;0;1203;6;0;1;0;
410;1903320;546164736;9314304;531128320;0;0;0;0;0;0;0;0;0;2004;7;0;1;0;
411;792726;546164736;9314304;531128320;0;0;0;0;0;0;0;0;0;1212;7;0;1;0;
412;744606;546164736;9314304;531128320;0;0;0;0;0;0;0;0;0;1212;7;0;1;0;
413;1677807;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1322;7;0;1;0;
414;809629;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1202;7;0;1;0;
415;752601;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1182;7;0;1;0;
416;777839;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1302;7;0;1;0;
417;796364;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1433;7;0;1;0;
418;780423;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1222;7;0;1;0;
419;1407359;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1212;7;0;1;0;
420;887154;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1242;7;0;1;0;
421;827422;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1423;7;0;1;0;
422;729167;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1253;7;0;1;0;
423;812493;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1532;7;0;1;0;
424;762199;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1573;7;0;1;0;
425;755346;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1252;7;0;1;0;
426;780213;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1272;7;0;1;0;
427;779692;546172928;9052160;530866176;0;0;0;0;0;0;0;0;0;1502;7;0;1;0;
428;2276930;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;2054;8;0;1;0;
429;813906;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1223;8;0;1;0;
430;724368;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1252;8;0;1;0;
431;736942;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1212;8;0;1;0;
432;750147;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1202;8;0;1;0;
433;802796;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1343;8;0;1;0;
434;830427;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1583;8;0;1;0;
435;784181;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1913;8;0;1;0;
436;807895;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1603;8;0;1;0;
437;761047;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1192;8;0;1;0;
438;1472702;550154240;9052160;530866176;0;0;0;0;0;0;0;0;0;1573;8;0;1;0;
439;1670412;550391808;8986624;530800640;0;0;0;0;0;0;0;0;0;1222;8;0;1;0;
440;803266;550391808;8986624;530800640;0;0;0;0;0;0;0;0;0;1533;8;0;1;0;
441;837881;550391808;8986624;530800640;0;0;0;0;0;0;0;0;0;1412;8;0;1;0;
442;758382;550391808;8986624;530800640;0;0;0;0;0;0;0;0;0;1393;8;0;1;0;
443;737042;550391808;8986624;530800640;0;0;0;0;0;0;0;0;0;1132;8;0;1;0;
444;797445;550391808;8986624;530800640;0;0;0;0;0;0;0;0;0;1503;8;0;1;0;
445;795121;550391808;8986624;530800640;0;0;0;0;0;0;0;0;0;1472;8;0;1;0;
446;2002585;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1663;9;0;1;0;
447;850826;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1413;9;0;1;0;
448;803366;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1563;9;0;1;0;
449;775895;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1192;9;0;1;0;
450;761949;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1242;9;0;1;0;
451;795853;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1402;9;0;1;0;
452;791314;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1512;9;0;1;0;
453;776126;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1222;9;0;1;0;
454;1470448;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1473;9;0;1;0;
455;875382;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1283;9;0;1;0;
456;774463;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1222;9;0;1;0;
457;760696;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1242;9;0;1;0;
458;808296;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1603;9;0;1;0;
459;733325;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1373;9;0;1;0;
460;809658;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1432;9;0;1;0;
461;718207;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1142;9;0;1;0;
462;752481;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1222;9;0;1;0;
463;786715;556683264;8986624;547577856;0;0;0;0;0;0;0;0;0;1392;9;0;1;0;
464;3501727;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;2385;10;0;1;0;
465;898054;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1203;10;0;1;0;
466;792757;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1392;10;0;1;0;
467;770996;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1173;10;0;1;0;
468;796784;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1263;10;0;1;0;
469;1401058;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1182;10;0;1;0;
470;908133;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1242;10;0;1;0;
471;781786;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1243;10;0;1;0;
472;746691;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1243;10;0;1;0;
473;773381;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1192;10;0;1;0;
474;733415;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1252;10;0;1;0;
475;762430;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1202;10;0;1;0;
476;820018;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1262;10;0;1;0;
477;815409;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1643;10;0;1;0;
478;876023;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1433;10;0;1;0;
479;725761;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1152;10;0;1;0;
480;757831;560877568;12226560;550817792;0;0;0;0;0;0;0;0;0;1252;10;0;1;0;
481;2249769;564854784;12226560;550817792;0;0;0;0;0;0;0;0;0;1603;11;0;1;0;
482;928381;564854784;12226560;550817792;0;0;0;0;0;0;0;0;0;1232;11;0;1;0;
483;784080;564854784;12226560;550817792;0;0;0;0;0;0;0;0;0;1182;11;0;1;0;
484;807454;564854784;12226560;550817792;0;0;0;0;0;0;0;0;0;1563;11;0;1;0;
485;1657248;564854784;12226560;550817792;0;0;0;0;0;0;0;0;0;1242;11;0;1;0;
486;878878;564854784;12226560;550817792;0;0;0;0;0;0;0;0;0;1232;11;0;1;0;
487;791504;565121024;12226560;550817792;0;0;0;0;0;0;0;0;0;1222;11;0;1;0;
488;1446643;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1243;11;0;1;0;
489;806051;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1212;11;0;1;0;
490;751930;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1232;11;0;1;0;
491;770004;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1202;11;0;1;0;
492;745919;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1202;11;0;1;0;
493;739337;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1202;11;0;1;0;
494;753433;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1233;11;0;1;0;
495;747873;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1243;11;0;1;0;
496;832421;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1633;11;0;1;0;
497;705122;565178368;12189696;550780928;0;0;0;0;0;0;0;0;0;1142;11;0;1;0;
498;2207440;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1713;12;0;1;0;
499;775955;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1212;12;0;1;0;
500;791795;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1593;12;0;1;0;
501;785944;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1182;12;0;1;0;
502;799920;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1553;12;0;1;0;
503;760837;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1382;12;0;1;0;
504;836258;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1413;12;0;1;0;
505;762980;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1243;12;0;1;0;
506;773781;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1462;12;0;1;0;
507;756349;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1423;12;0;1;0;
508;1477461;569155584;12189696;550780928;0;0;0;0;0;0;0;0;0;1543;12;0;1;0;
509;1474575;573349888;12189696;567558144;0;0;0;0;0;0;0;0;0;1503;12;0;1;0;
510;761668;573349888;12189696;567558144;0;0;0;0;0;0;0;0;0;1232;12;0;1;0;
511;1624337;575447040;12189696;567558144;0;0;0;0;0;0;0;0;0;1283;12;0;1;0;
512;791745;575447040;12189696;567558144;0;0;0;0;0;0;0;0;0;1272;12;0;1;0;
513;777538;575447040;12189696;567558144;0;0;0;0;0;0;0;0;0;1283;12;0;1;0;
514;831730;575447040;12189696;567558144;0;0;0;0;0;0;0;0;0;1703;12;0;1;0;
515;2246934;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1503;13;0;1;0;
516;771978;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1253;13;0;1;0;
517;780784;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1112;13;0;1;0;
518;774333;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1232;13;0;1;0;
519;773861;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1222;13;0;1;0;
520;763622;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1203;13;0;1;0;
521;771967;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1693;13;0;1;0;
522;1415996;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1423;13;0;1;0;
523;881814;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1273;13;0;1;0;
524;739297;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1222;13;0;1;0;
525;785914;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1393;13;0;1;0;
526;805521;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1573;13;0;1;0;
527;782768;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1573;13;0;1;0;
528;751770;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1222;13;0;1;0;
529;790212;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1322;13;0;1;0;
530;754866;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1282;13;0;1;0;
531;797074;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1253;13;0;1;0;
532;813065;579686400;12189696;567558144;0;0;0;0;0;0;0;0;0;1643;13;0;1;0;
533;5579995;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;2595;14;0;1;0;
534;1777593;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1473;14;0;1;0;
535;1459717;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1543;14;0;1;0;
536;883096;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1233;14;0;1;0;
537;751960;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1242;14;0;1;0;
538;763491;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1262;14;0;1;0;
539;771267;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1192;14;0;1;0;
540;802114;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1413;14;0;1;0;
541;779732;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1452;14;0;1;0;
542;755186;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1222;14;0;1;0;
543;888777;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1222;14;0;1;0;
544;777619;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1232;14;0;1;0;
545;786335;583933952;12189696;567558144;0;0;0;0;0;0;0;0;0;1132;14;0;1;0;
546;2181782;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;2084;15;0;1;0;
547;975760;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1833;15;0;1;0;
548;808015;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1412;15;0;1;0;
549;806863;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1573;15;0;1;0;
550;763281;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1173;15;0;1;0;
551;797345;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1372;15;0;1;0;
552;778701;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1203;15;0;1;0;
553;817393;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1363;15;0;1;0;
554;759625;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1172;15;0;1;0;
555;1352036;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1192;15;0;1;0;
556;819266;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1212;15;0;1;0;
557;765786;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1223;15;0;1;0;
558;2001012;590225408;12189696;584335360;0;0;0;0;0;0;0;0;0;1523;15;0;1;0;
559;1062983;590471168;12189696;584335360;0;0;0;0;0;0;0;0;0;1202;15;0;1;0;
560;741751;590471168;12189696;584335360;0;0;0;0;0;0;0;0;0;1263;15;0;1;0;
561;717345;590471168;12189696;584335360;0;0;0;0;0;0;0;0;0;1222;15;0;1;0;
562;743244;590471168;12189696;584335360;0;0;0;0;0;0;0;0;0;1202;15;0;1;0;
563;2222347;594452480;12189696;584335360;0;0;0;0;0;0;0;0;0;1773;16;0;1;0;
564;1784266;594452480;12189696;584335360;0;0;0;0;0;0;0;0;0;1183;16;0;1;0;
565;781997;594452480;12189696;584335360;0;0;0;0;0;0;0;0;0;1242;16;0;1;0;
566;774192;594452480;12189696;584335360;0;0;0;0;0;0;0;0;0;1243;16;0;1;0;
567;796173;594452480;12189696;584335360;0;0;0;0;0;0;0;0;0;1593;16;0;1;0;
568;744756;594452480;12189696;584335360;0;0;0;0;0;0;0;0;0;1242;16;0;1;0;
569;760867;594452480;12189696;584335360;0;0;0;0;0;0;0;0;0;1242;16;0;1;0;
570;734858;594452480;12189696;584335360;0;0;0;0;0;0;0;0;0;1203;16;0;1;0;
