Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
56353,9366179,16367783936,41426944,35859369984,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56354,5548341,16368095232,41426944,35859369984,1997873,0,469761,0,0,0,0,0,0,4083,400.0,775.0,0.0,89.0,0.0,70.0
56355,11544343,16378249216,79835136,35914555392,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56356,11624421,16388169728,79835136,35914555392,2122287,0,408880,0,0,0,0,0,0,4098,400.0,775.0,0.0,89.0,0.0,70.0
56357,8803141,16398249984,79831040,35914551296,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56358,7311953,16399171584,79831040,35914551296,1943640,0,498317,0,0,0,0,0,0,4229,400.0,775.0,0.0,89.0,0.0,70.0
56359,5372612,16399474688,79831040,35914551296,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56360,7485176,16400060416,79831040,35914551296,1747194,0,459866,0,0,0,0,0,0,4091,400.0,775.0,0.0,89.0,0.0,70.0
56361,5869199,16400691200,79835136,35931332608,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56362,7072852,16401133568,79835136,35931332608,1716450,0,455038,0,0,0,0,0,0,4338,400.0,775.0,0.0,89.0,0.0,70.0
56363,5023111,16401137664,79839232,35931336704,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56364,5367394,16401137664,79839232,35931336704,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56365,8117039,16371949568,41431040,35892928512,1991033,0,470210,0,0,0,0,0,0,4438,400.0,775.0,0.0,89.0,0.0,70.0
56366,18821282,16373743616,41431040,35892928512,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,89.0,0.0,70.0
56367,14226860,16385089536,79839232,35931336704,3238677,0,453133,0,0,0,0,0,0,4220,400.0,775.0,0.0,89.0,0.0,70.0
56368,43048340,16395030528,79839232,35931336704,24092639,0,472788,0,0,0,0,0,0,4229,400.0,775.0,0.0,89.0,0.0,70.0
56369,21405343,16395792384,79839232,35931336704,14212889,0,1346514,0,0,0,0,0,0,8665,400.0,775.0,0.0,89.0,0.0,70.0
56370,16566518,16406151168,79839232,35931336704,2767743,0,498502,0,0,0,0,0,0,4507,400.0,775.0,0.0,89.0,0.0,70.0
56371,8165598,16406310912,79835136,35931332608,4249729,0,494700,0,0,0,0,0,0,3934,400.0,775.0,0.0,89.0,0.0,70.0
